"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RURKSRRV","preprint","2024","Emami, Hajar; Dang, Xuan-Hong; Shah, Yousaf; Zerfos, Petros","Modality-aware Transformer for Financial Time series Forecasting","","","","10.48550/arXiv.2310.01232","http://arxiv.org/abs/2310.01232","Time series forecasting presents a significant challenge, particularly when its accuracy relies on external data sources rather than solely on historical values. This issue is prevalent in the financial sector, where the future behavior of time series is often intricately linked to information derived from various textual reports and a multitude of economic indicators. In practice, the key challenge lies in constructing a reliable time series forecasting model capable of harnessing data from diverse sources and extracting valuable insights to predict the target time series accurately. In this work, we tackle this challenging problem and introduce a novel multimodal transformer-based model named the \textit{Modality-aware Transformer}. Our model excels in exploring the power of both categorical text and numerical timeseries to forecast the target time series effectively while providing insights through its neural attention mechanism. To achieve this, we develop feature-level attention layers that encourage the model to focus on the most relevant features within each data modality. By incorporating the proposed feature-level attention, we develop a novel Intra-modal multi-head attention (MHA), Inter-modal MHA and Target-modal MHA in a way that both feature and temporal attentions are incorporated in MHAs. This enables the MHAs to generate temporal attentions with consideration of modality and feature importance which leads to more informative embeddings. The proposed modality-aware structure enables the model to effectively exploit information within each modality as well as foster cross-modal understanding. Our extensive experiments on financial datasets demonstrate that Modality-aware Transformer outperforms existing methods, offering a novel and practical solution to the complex challenges of multi-modal financial time series forecasting.","2024-03-20","2025-03-27 13:28:50","2025-03-27 13:28:50","2025-03-27 13:28:50","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2310.01232 [cs] version: 2","","/Users/jensreil/Zotero/storage/D4NZ4WLK/Emami et al. - 2024 - Modality-aware Transformer for Financial Time series Forecasting.pdf; /Users/jensreil/Zotero/storage/A8GP4FX2/2310.html","","","Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2310.01232","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEY8WZDY","preprint","2023","Ghimire, Sushrut","TimeTrail: Unveiling Financial Fraud Patterns through Temporal Correlation Analysis","","","","10.48550/arXiv.2308.14215","http://arxiv.org/abs/2308.14215","In the field of financial fraud detection, understanding the underlying patterns and dynamics is important to ensure effective and reliable systems. This research introduces a new technique, ""TimeTrail,"" which employs advanced temporal correlation analysis to explain complex financial fraud patterns. The technique leverages time-related insights to provide transparent and interpretable explanations for fraud detection decisions, enhancing accountability and trust. The ""TimeTrail"" methodology consists of three key phases: temporal data enrichment, dynamic correlation analysis, and interpretable pattern visualization. Initially, raw financial transaction data is enriched with temporal attributes. Dynamic correlations between these attributes are then quantified using innovative statistical measures. Finally, a unified visualization framework presents these correlations in an interpretable manner. To validate the effectiveness of ""TimeTrail,"" a study is conducted on a diverse financial dataset, surrounding various fraud scenarios. Results demonstrate the technique's capability to uncover hidden temporal correlations and patterns, performing better than conventional methods in both accuracy and interpretability. Moreover, a case study showcasing the application of ""TimeTrail"" in real-world scenarios highlights its utility for fraud detection.","2023-08-27","2025-03-27 13:28:53","2025-03-27 13:28:53","2025-03-27 13:28:53","","","","","","","TimeTrail","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2308.14215 [cs] version: 1","","/Users/jensreil/Zotero/storage/48XAYAJZ/Ghimire - 2023 - TimeTrail Unveiling Financial Fraud Patterns through Temporal Correlation Analysis.pdf; /Users/jensreil/Zotero/storage/NQKHLJNG/2308.html","","","Computer Science - Machine Learning; Quantitative Finance - Statistical Finance","","","","","","","","","","","","","","","","","","","arXiv:2308.14215","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8MC27CT","preprint","2023","Yu, Xinli; Chen, Zheng; Ling, Yuan; Dong, Shujing; Liu, Zongyi; Lu, Yanbin","Temporal Data Meets LLM -- Explainable Financial Time Series Forecasting","","","","10.48550/arXiv.2306.11025","http://arxiv.org/abs/2306.11025","This paper presents a novel study on harnessing Large Language Models' (LLMs) outstanding knowledge and reasoning abilities for explainable financial time series forecasting. The application of machine learning models to financial time series comes with several challenges, including the difficulty in cross-sequence reasoning and inference, the hurdle of incorporating multi-modal signals from historical news, financial knowledge graphs, etc., and the issue of interpreting and explaining the model results. In this paper, we focus on NASDAQ-100 stocks, making use of publicly accessible historical stock price data, company metadata, and historical economic/financial news. We conduct experiments to illustrate the potential of LLMs in offering a unified solution to the aforementioned challenges. Our experiments include trying zero-shot/few-shot inference with GPT-4 and instruction-based fine-tuning with a public LLM model Open LLaMA. We demonstrate our approach outperforms a few baselines, including the widely applied classic ARMA-GARCH model and a gradient-boosting tree model. Through the performance comparison results and a few examples, we find LLMs can make a well-thought decision by reasoning over information from both textual news and price time series and extracting insights, leveraging cross-sequence information, and utilizing the inherent knowledge embedded within the LLM. Additionally, we show that a publicly available LLM such as Open-LLaMA, after fine-tuning, can comprehend the instruction to generate explainable forecasts and achieve reasonable performance, albeit relatively inferior in comparison to GPT-4.","2023-06-19","2025-03-27 13:28:55","2025-03-27 13:28:55","2025-03-27 13:28:55","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2306.11025 [cs] version: 1","","/Users/jensreil/Zotero/storage/G4QS3XS7/Yu et al. - 2023 - Temporal Data Meets LLM -- Explainable Financial Time Series Forecasting.pdf; /Users/jensreil/Zotero/storage/EVUA95UJ/2306.html","","","Computer Science - Machine Learning; Computer Science - Artificial Intelligence; Quantitative Finance - Statistical Finance; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2306.11025","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6Y43XYA","preprint","2022","Zhang, Chen","Asset Pricing and Deep Learning","","","","10.48550/arXiv.2209.12014","http://arxiv.org/abs/2209.12014","Traditional machine learning methods have been widely studied in financial innovation. My study focuses on the application of deep learning methods on asset pricing. I investigate various deep learning methods for asset pricing, especially for risk premia measurement. All models take the same set of predictive signals (firm characteristics, systematic risks and macroeconomics). I demonstrate high performance of all kinds of state-of-the-art (SOTA) deep learning methods, and figure out that RNNs with memory mechanism and attention have the best performance in terms of predictivity. Furthermore, I demonstrate large economic gains to investors using deep learning forecasts. The results of my comparative experiments highlight the importance of domain knowledge and financial theory when designing deep learning models. I also show return prediction tasks bring new challenges to deep learning. The time varying distribution causes distribution shift problem, which is essential for financial time series prediction. I demonstrate that deep learning methods can improve asset risk premium measurement. Due to the booming deep learning studies, they can constantly promote the study of underlying financial mechanisms behind asset pricing. I also propose a promising research method that learning from data and figuring out the underlying economic mechanisms through explainable artificial intelligence (AI) methods. My findings not only justify the value of deep learning in blooming fintech development, but also highlight their prospects and advantages over traditional machine learning methods.","2022-09-24","2025-03-27 13:28:58","2025-03-27 13:28:58","2025-03-27 13:28:58","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2209.12014 [q-fin] version: 1","","/Users/jensreil/Zotero/storage/56WN62L6/Zhang - 2022 - Asset Pricing and Deep Learning.pdf; /Users/jensreil/Zotero/storage/J5QPNJCR/2209.html","","","Computer Science - Machine Learning; Quantitative Finance - Pricing of Securities; Quantitative Finance - Statistical Finance","","","","","","","","","","","","","","","","","","","arXiv:2209.12014","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5MPKFEQ","preprint","2022","Jerome, Joseph; Sanchez-Betancourt, Leandro; Savani, Rahul; Herdegen, Martin","Model-based gym environments for limit order book trading","","","","10.48550/arXiv.2209.07823","http://arxiv.org/abs/2209.07823","Within the mathematical finance literature there is a rich catalogue of mathematical models for studying algorithmic trading problems -- such as market-making and optimal execution -- in limit order books. This paper introduces \mbtgym, a Python module that provides a suite of gym environments for training reinforcement learning (RL) agents to solve such model-based trading problems. The module is set up in an extensible way to allow the combination of different aspects of different models. It supports highly efficient implementations of vectorized environments to allow faster training of RL agents. In this paper, we motivate the challenge of using RL to solve such model-based limit order book problems in mathematical finance, we explain the design of our gym environment, and then demonstrate its use in solving standard and non-standard problems from the literature. Finally, we lay out a roadmap for further development of our module, which we provide as an open source repository on GitHub so that it can serve as a focal point for RL research in model-based algorithmic trading.","2022-09-16","2025-03-27 13:29:01","2025-03-27 13:29:01","2025-03-27 13:29:01","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2209.07823 [q-fin] version: 1","","/Users/jensreil/Zotero/storage/TXSVAJG9/Jerome et al. - 2022 - Model-based gym environments for limit order book trading.pdf; /Users/jensreil/Zotero/storage/Z56WR7HT/2209.html","","","Computer Science - Machine Learning; Quantitative Finance - Trading and Market Microstructure; Computer Science - Artificial Intelligence; Quantitative Finance - Computational Finance; Quantitative Finance - Mathematical Finance","","","","","","","","","","","","","","","","","","","arXiv:2209.07823","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTDZCSNG","preprint","2023","Chi, Chien-Ming; Fan, Yingying; Lv, Jinchi","FACT: High-Dimensional Random Forests Inference","","","","10.48550/arXiv.2207.01678","http://arxiv.org/abs/2207.01678","Quantifying the usefulness of individual features in random forests learning can greatly enhance its interpretability. Existing studies have shown that some popularly used feature importance measures for random forests suffer from the bias issue. In addition, there lack comprehensive size and power analyses for most of these existing methods. In this paper, we approach the problem via hypothesis testing, and suggest a framework of the self-normalized feature-residual correlation test (FACT) for evaluating the significance of a given feature in the random forests model with bias-resistance property, where our null hypothesis concerns whether the feature is conditionally independent of the response given all other features. Such an endeavor on random forests inference is empowered by some recent developments on high-dimensional random forests consistency. Under a fairly general high-dimensional nonparametric model setting with dependent features, we formally establish that FACT can provide theoretically justified feature importance test with controlled type I error and enjoy appealing power property. The theoretical results and finite-sample advantages of the newly suggested method are illustrated with several simulation examples and an economic forecasting application.","2023-11-13","2025-03-27 13:29:03","2025-03-27 13:29:03","2025-03-27 13:29:03","","","","","","","FACT","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2207.01678 [stat] version: 2","","/Users/jensreil/Zotero/storage/SMJA3Y38/Chi et al. - 2023 - FACT High-Dimensional Random Forests Inference.pdf; /Users/jensreil/Zotero/storage/ZP2DAW4R/2207.html","","","Computer Science - Machine Learning; Statistics - Machine Learning; Mathematics - Statistics Theory; Statistics - Statistics Theory","","","","","","","","","","","","","","","","","","","arXiv:2207.01678","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D94YUK3Q","preprint","2022","Ghosh, Supriyo; Wynter, Laura; Lim, Shiau Hong; Nguyen, Duc Thien","Neural-Progressive Hedging: Enforcing Constraints in Reinforcement Learning with Stochastic Programming","","","","10.48550/arXiv.2202.13436","http://arxiv.org/abs/2202.13436","We propose a framework, called neural-progressive hedging (NP), that leverages stochastic programming during the online phase of executing a reinforcement learning (RL) policy. The goal is to ensure feasibility with respect to constraints and risk-based objectives such as conditional value-at-risk (CVaR) during the execution of the policy, using probabilistic models of the state transitions to guide policy adjustments. The framework is particularly amenable to the class of sequential resource allocation problems since feasibility with respect to typical resource constraints cannot be enforced in a scalable manner. The NP framework provides an alternative that adds modest overhead during the online phase. Experimental results demonstrate the efficacy of the NP framework on two continuous real-world tasks: (i) the portfolio optimization problem with liquidity constraints for financial planning, characterized by non-stationary state distributions; and (ii) the dynamic repositioning problem in bike sharing systems, that embodies the class of supply-demand matching problems. We show that the NP framework produces policies that are better than deep RL and other baseline approaches, adapting to non-stationarity, whilst satisfying structural constraints and accommodating risk measures in the resulting policies. Additional benefits of the NP framework are ease of implementation and better explainability of the policies.","2022-02-27","2025-03-27 13:29:05","2025-03-27 13:29:05","2025-03-27 13:29:05","","","","","","","Neural-Progressive Hedging","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2202.13436 [cs] version: 1","","/Users/jensreil/Zotero/storage/DV4QGQXB/Ghosh et al. - 2022 - Neural-Progressive Hedging Enforcing Constraints in Reinforcement Learning with Stochastic Programm.pdf; /Users/jensreil/Zotero/storage/XBKX8LFU/2202.html","","","Computer Science - Machine Learning; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:2202.13436","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NLZQSKB","preprint","2022","Sokolovsky, Artur; Arnaboldi, Luca; Bacardit, Jaume; Gross, Thomas","Volume-Centred Range Bars: Novel Interpretable Representation of Financial Markets Designed for Machine Learning Applications","","","","10.48550/arXiv.2103.12419","http://arxiv.org/abs/2103.12419","Financial markets are a source of non-stationary multidimensional time series which has been drawing attention for decades. Each financial instrument has its specific changing-over-time properties, making its analysis a complex task. Hence, improvement of understanding and development of more informative, generalisable market representations are essential for the successful operation in financial markets, including risk assessment, diversification, trading, and order execution. In this study, we propose a volume-price-based market representation for making financial time series more suitable for machine learning pipelines. We use a statistical approach for evaluating the representation. Through the research questions, we investigate, i) whether the proposed representation allows the more efficient design of machine learning models; ii) whether the proposed representation leads to increased performance over the price levels market pattern; iii) whether the proposed representation performs better on the liquid markets, and iv) whether SHAP feature interactions are reliable to be used in the considered setting. Our analysis shows that the proposed volume-based method allows successful classification of the financial time series patterns, and also leads to better classification performance than the price levels-based method, excelling specifically on more liquid financial instruments. Finally, we propose an approach for obtaining feature interactions directly from tree-based models and compare the outcomes to those of the SHAP method. This results in the significant similarity between the two methods, hence we claim that SHAP feature interactions are reliable to be used in the setting of financial markets.","2022-05-08","2025-03-27 13:29:09","2025-03-27 13:29:09","2025-03-27 13:29:09","","","","","","","Volume-Centred Range Bars","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2103.12419 [cs] version: 4","","/Users/jensreil/Zotero/storage/DC5LF245/Sokolovsky et al. - 2022 - Volume-Centred Range Bars Novel Interpretable Representation of Financial Markets Designed for Mach.pdf; /Users/jensreil/Zotero/storage/ZK87RJAJ/2103.html","","","Computer Science - Machine Learning; Quantitative Finance - Trading and Market Microstructure; Computer Science - Artificial Intelligence; Computer Science - Systems and Control; Electrical Engineering and Systems Science - Systems and Control","","","","","","","","","","","","","","","","","","","arXiv:2103.12419","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLZP5MUX","preprint","2020","Neri, Filippo","How to Identify Investor's types in real financial markets by means of agent based simulation","","","","10.48550/arXiv.2101.03127","http://arxiv.org/abs/2101.03127","The paper proposes a computational adaptation of the principles underlying principal component analysis with agent based simulation in order to produce a novel modeling methodology for financial time series and financial markets. Goal of the proposed methodology is to find a reduced set of investor s models (agents) which is able to approximate or explain a target financial time series. As computational testbed for the study, we choose the learning system L FABS which combines simulated annealing with agent based simulation for approximating financial time series. We will also comment on how L FABS s architecture could exploit parallel computation to scale when dealing with massive agent simulations. Two experimental case studies showing the efficacy of the proposed methodology are reported.","2020-12-31","2025-03-27 13:29:14","2025-03-27 13:29:14","2025-03-27 13:29:14","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2101.03127 [q-fin] version: 1","","/Users/jensreil/Zotero/storage/Y9WQY8JX/Neri - 2020 - How to Identify Investor's types in real financial markets by means of agent based simulation.pdf; /Users/jensreil/Zotero/storage/2BWGVNI6/2101.html","","","Computer Science - Computational Engineering, Finance, and Science; Computer Science - Machine Learning; Quantitative Finance - Trading and Market Microstructure","","","","","","","","","","","","","","","","","","","arXiv:2101.03127","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7A9QWY2","preprint","2020","Wray, Aaron; Meades, Matthew; Cliff, Dave","Automated Creation of a High-Performing Algorithmic Trader via Deep Learning on Level-2 Limit Order Book Data","","","","10.48550/arXiv.2012.00821","http://arxiv.org/abs/2012.00821","We present results demonstrating that an appropriately configured deep learning neural network (DLNN) can automatically learn to be a high-performing algorithmic trading system, operating purely from training-data inputs generated by passive observation of an existing successful trader T. That is, we can point our black-box DLNN system at trader T and successfully have it learn from T's trading activity, such that it trades at least as well as T. Our system, called DeepTrader, takes inputs derived from Level-2 market data, i.e. the market's Limit Order Book (LOB) or Ladder for a tradeable asset. Unusually, DeepTrader makes no explicit prediction of future prices. Instead, we train it purely on input-output pairs where in each pair the input is a snapshot S of Level-2 LOB data taken at the time when T issued a quote Q (i.e. a bid or an ask order) to the market; and DeepTrader's desired output is to produce Q when it is shown S. That is, we train our DLNN by showing it the LOB data S that T saw at the time when T issued quote Q, and in doing so our system comes to behave like T, acting as an algorithmic trader issuing specific quotes in response to specific LOB conditions. We train DeepTrader on large numbers of these S/Q snapshot/quote pairs, and then test it in a variety of market scenarios, evaluating it against other algorithmic trading systems in the public-domain literature, including two that have repeatedly been shown to outperform human traders. Our results demonstrate that DeepTrader learns to match or outperform such existing algorithmic trading systems. We analyse the successful DeepTrader network to identify what features it is relying on, and which features can be ignored. We propose that our methods can in principle create an explainable copy of an arbitrary trader T via ""black-box"" deep learning methods.","2020-11-29","2025-03-27 13:29:17","2025-03-27 13:29:17","2025-03-27 13:29:17","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2012.00821 [q-fin] version: 1","","/Users/jensreil/Zotero/storage/J7BQ9C9N/Wray et al. - 2020 - Automated Creation of a High-Performing Algorithmic Trader via Deep Learning on Level-2 Limit Order.pdf; /Users/jensreil/Zotero/storage/YWK3T9BF/2012.html","","","Quantitative Finance - Trading and Market Microstructure","","","","","","","","","","","","","","","","","","","arXiv:2012.00821","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XNW3ISS","conferencePaper","2019","Wang, Daixin; Lin, Jianbin; Cui, Peng; Jia, Quanhui; Wang, Zhen; Fang, Yanming; Yu, Quan; Zhou, Jun; Yang, Shuang; Qi, Yuan","A Semi-supervised Graph Attentive Network for Financial Fraud Detection","2019 IEEE International Conference on Data Mining (ICDM)","","","10.1109/ICDM.2019.00070","http://arxiv.org/abs/2003.01171","With the rapid growth of financial services, fraud detection has been a very important problem to guarantee a healthy environment for both users and providers. Conventional solutions for fraud detection mainly use some rule-based methods or distract some features manually to perform prediction. However, in financial services, users have rich interactions and they themselves always show multifaceted information. These data form a large multiview network, which is not fully exploited by conventional methods. Additionally, among the network, only very few of the users are labelled, which also poses a great challenge for only utilizing labeled data to achieve a satisfied performance on fraud detection. To address the problem, we expand the labeled data through their social relations to get the unlabeled data and propose a semi-supervised attentive graph neural network, namedSemiGNN to utilize the multi-view labeled and unlabeled data for fraud detection. Moreover, we propose a hierarchical attention mechanism to better correlate different neighbors and different views. Simultaneously, the attention mechanism can make the model interpretable and tell what are the important factors for the fraud and why the users are predicted as fraud. Experimentally, we conduct the prediction task on the users of Alipay, one of the largest third-party online and offline cashless payment platform serving more than 4 hundreds of million users in China. By utilizing the social relations and the user attributes, our method can achieve a better accuracy compared with the state-of-the-art methods on two tasks. Moreover, the interpretable results also give interesting intuitions regarding the tasks.","2019-11","2025-03-27 13:29:20","2025-03-27 13:29:20","2025-03-27 13:29:20","598-607","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv:2003.01171 [cs]","","/Users/jensreil/Zotero/storage/XVYPHGIR/Wang et al. - 2019 - A Semi-supervised Graph Attentive Network for Financial Fraud Detection.pdf; /Users/jensreil/Zotero/storage/LKG34AH7/2003.html","","","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Cryptography and Security; Computer Science - Social and Information Networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G6QVZVZ","preprint","2019","Philps, Daniel; Garcez, Artur d'Avila; Weyde, Tillman","Making Good on LSTMs' Unfulfilled Promise","","","","10.48550/arXiv.1911.04489","http://arxiv.org/abs/1911.04489","LSTMs promise much to financial time-series analysis, temporal and cross-sectional inference, but we find that they do not deliver in a real-world financial management task. We examine an alternative called Continual Learning (CL), a memory-augmented approach, which can provide transparent explanations, i.e. which memory did what and when. This work has implications for many financial applications including credit, time-varying fairness in decision making and more. We make three important new observations. Firstly, as well as being more explainable, time-series CL approaches outperform LSTMs as well as a simple sliding window learner using feed-forward neural networks (FFNN). Secondly, we show that CL based on a sliding window learner (FFNN) is more effective than CL based on a sequential learner (LSTM). Thirdly, we examine how real-world, time-series noise impacts several similarity approaches used in CL memory addressing. We provide these insights using an approach called Continual Learning Augmentation (CLA) tested on a complex real-world problem, emerging market equities investment decision making. CLA provides a test-bed as it can be based on different types of time-series learners, allowing testing of LSTM and FFNN learners side by side. CLA is also used to test several distance approaches used in a memory recall-gate: Euclidean distance (ED), dynamic time warping (DTW), auto-encoders (AE) and a novel hybrid approach, warp-AE. We find that ED under-performs DTW and AE but warp-AE shows the best overall performance in a real-world financial task.","2019-12-09","2025-03-27 13:29:22","2025-03-27 13:29:22","2025-03-27 13:29:22","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1911.04489 [cs] version: 4","","/Users/jensreil/Zotero/storage/962PQ49H/Philps et al. - 2019 - Making Good on LSTMs' Unfulfilled Promise.pdf; /Users/jensreil/Zotero/storage/8DU5XKTI/1911.html","","","Computer Science - Machine Learning; Quantitative Finance - Computational Finance; Quantitative Finance - Portfolio Management; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1911.04489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WNATIGB","preprint","2019","Wiese, Magnus; Bai, Lianjun; Wood, Ben; Buehler, Hans","Deep Hedging: Learning to Simulate Equity Option Markets","","","","10.48550/arXiv.1911.01700","http://arxiv.org/abs/1911.01700","We construct realistic equity option market simulators based on generative adversarial networks (GANs). We consider recurrent and temporal convolutional architectures, and assess the impact of state compression. Option market simulators are highly relevant because they allow us to extend the limited real-world data sets available for the training and evaluation of option trading strategies. We show that network-based generators outperform classical methods on a range of benchmark metrics, and adversarial training achieves the best performance. Our work demonstrates for the first time that GANs can be successfully applied to the task of generating multivariate financial time series.","2019-11-05","2025-03-27 13:29:25","2025-03-27 13:29:25","2025-03-27 13:29:25","","","","","","","Deep Hedging","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1911.01700 [q-fin] version: 1","","/Users/jensreil/Zotero/storage/8NBS92TF/Wiese et al. - 2019 - Deep Hedging Learning to Simulate Equity Option Markets.pdf; /Users/jensreil/Zotero/storage/2ME3Z4IZ/1911.html","","","Computer Science - Machine Learning; Statistics - Machine Learning; Quantitative Finance - Statistical Finance; Quantitative Finance - Computational Finance; Quantitative Finance - Mathematical Finance","","","","","","","","","","","","","","","","","","","arXiv:1911.01700","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5JFCYM4","preprint","2019","Matsunaga, Daiki; Suzumura, Toyotaro; Takahashi, Toshihiro","Exploring Graph Neural Networks for Stock Market Predictions with Rolling Window Analysis","","","","10.48550/arXiv.1909.10660","http://arxiv.org/abs/1909.10660","Recently, there has been a surge of interest in the use of machine learning to help aid in the accurate predictions of financial markets. Despite the exciting advances in this cross-section of finance and AI, many of the current approaches are limited to using technical analysis to capture historical trends of each stock price and thus limited to certain experimental setups to obtain good prediction results. On the other hand, professional investors additionally use their rich knowledge of inter-market and inter-company relations to map the connectivity of companies and events, and use this map to make better market predictions. For instance, they would predict the movement of a certain company's stock price based not only on its former stock price trends but also on the performance of its suppliers or customers, the overall industry, macroeconomic factors and trade policies. This paper investigates the effectiveness of work at the intersection of market predictions and graph neural networks, which hold the potential to mimic the ways in which investors make decisions by incorporating company knowledge graphs directly into the predictive model. The main goal of this work is to test the validity of this approach across different markets and longer time horizons for backtesting using rolling window analysis. In this work, we concentrate on the prediction of individual stock prices in the Japanese Nikkei 225 market over a period of roughly 20 years. For the knowledge graph, we use the Nikkei Value Search data, which is a rich dataset showing mainly supplier relations among Japanese and foreign companies. Our preliminary results show a 29.5% increase and a 2.2-fold increase in the return ratio and Sharpe ratio, respectively, when compared to the market benchmark, as well as a 6.32% increase and 1.3-fold increase, respectively, compared to the baseline LSTM model.","2019-11-27","2025-03-27 13:29:28","2025-03-27 13:29:28","2025-03-27 13:29:28","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1909.10660 [cs] version: 3","","/Users/jensreil/Zotero/storage/M56EJF5F/Matsunaga et al. - 2019 - Exploring Graph Neural Networks for Stock Market Predictions with Rolling Window Analysis.pdf; /Users/jensreil/Zotero/storage/YL4ZUVMX/1909.html","","","Computer Science - Machine Learning; Quantitative Finance - Statistical Finance","","","","","","","","","","","","","","","","","","","arXiv:1909.10660","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2J4W2F22","preprint","2017","Kumar, Devinder; Taylor, Graham W.; Wong, Alexander","Opening the Black Box of Financial AI with CLEAR-Trade: A CLass-Enhanced Attentive Response Approach for Explaining and Visualizing Deep Learning-Driven Stock Market Prediction","","","","10.48550/arXiv.1709.01574","http://arxiv.org/abs/1709.01574","Deep learning has been shown to outperform traditional machine learning algorithms across a wide range of problem domains. However, current deep learning algorithms have been criticized as uninterpretable ""black-boxes"" which cannot explain their decision making processes. This is a major shortcoming that prevents the widespread application of deep learning to domains with regulatory processes such as finance. As such, industries such as finance have to rely on traditional models like decision trees that are much more interpretable but less effective than deep learning for complex problems. In this paper, we propose CLEAR-Trade, a novel financial AI visualization framework for deep learning-driven stock market prediction that mitigates the interpretability issue of deep learning methods. In particular, CLEAR-Trade provides a effective way to visualize and explain decisions made by deep stock market prediction models. We show the efficacy of CLEAR-Trade in enhancing the interpretability of stock market prediction by conducting experiments based on S&P 500 stock index prediction. The results demonstrate that CLEAR-Trade can provide significant insight into the decision-making process of deep learning-driven financial models, particularly for regulatory processes, thus improving their potential uptake in the financial industry.","2017-09-05","2025-03-27 13:29:30","2025-03-27 13:29:30","2025-03-27 13:29:30","","","","","","","Opening the Black Box of Financial AI with CLEAR-Trade","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1709.01574 [cs] version: 1","","/Users/jensreil/Zotero/storage/AEK97GWA/Kumar et al. - 2017 - Opening the Black Box of Financial AI with CLEAR-Trade A CLass-Enhanced Attentive Response Approach.pdf; /Users/jensreil/Zotero/storage/RR5L8HT7/1709.html","","","Computer Science - Artificial Intelligence; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1709.01574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AP4WMKR6","journalArticle","2024","Jiang, Wen-Dong; Chang, Chih-Yung; Chang, Hsiang-Chuan; Chen, Ji-Yuan; Roy, Diptendu Sinha","Injecting Explainability and Lightweight Design into Weakly Supervised Video Anomaly Detection Systems","","","","","http://arxiv.org/pdf/2412.20201v1","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C29H7H37","journalArticle","2024","Lopez, Alfredo; Sobieczky, Florian","Surrogate Modeling for Explainable Predictive Time Series Corrections","","","","","http://arxiv.org/pdf/2412.19897v2","","2024","2025-07-28 09:56:13","2025-07-28 09:56:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
