term,mean_tfidf_green,mean_tfidf_non_green,diff_green_minus_non,ratio_green_over_non,doc_freq
shampoo,0.002650875776075692,0.0016589204868760364,0.0009919552891996556,1.5979522806844615,6
lifecycle,0.001658541068354719,0.0006812911562122987,0.00097724991214242,2.434408625148054,2
key,0.0021813043339672803,0.0012086368707397124,0.0009726674632275678,1.804764016364576,3
innovations,0.0015007771307635007,0.0005304125256608853,0.0009703646051026154,2.829452654920063,2
crazy,0.001566867393271445,0.0005969823489227556,0.0009698850443486893,2.624646096277694,2
donate,0.0016029461571269857,0.0006408204937051236,0.0009621256634218621,2.5013965242553433,2
want learn,0.002192552437432467,0.0012311374703045039,0.0009614149671279631,1.7809160142849483,2
lineup,0.0017476502497037905,0.0007890321487405475,0.000958618100963243,2.2149290764368215,2
brightening,0.002019783260508399,0.0010658885917489921,0.0009538946687594068,1.8949290528565035,2
limited,0.004121173020533322,0.0031736955613163574,0.0009474774592169648,1.2985407518185008,10
better,0.0040071059966773365,0.003065382512703036,0.0009417234839743005,1.3072123885892082,9
keeps,0.0016300939826515031,0.0006902417482374863,0.0009398522344140169,2.3616276260488105,2
secrets,0.0019477369486392507,0.0010174428410622636,0.0009302941075769872,1.914345326457225,3
thank,0.002576290033626431,0.0016539884489089845,0.0009223015847174463,1.5576227480719098,6
way,0.0065248650022515856,0.005610450127057314,0.0009144148751942718,1.162984226634753,15
running,0.0015899705463806348,0.0006821414670715913,0.0009078290793090435,2.3308516221356097,2
straight,0.001869834203130405,0.0009727628129838314,0.0008970713901465736,1.9221892297390843,3
whatmovesus,0.001529562595167774,0.0006430871424820013,0.0008864754526857726,2.378468628506462,2
whatmovesus url,0.001529562595167774,0.0006430871424820013,0.0008864754526857726,2.378468628506462,2
helping,0.0031325129159589997,0.0022499868053348143,0.0008825261106241854,1.3922361269583636,7
recent,0.0015007771307635007,0.0006215576218769069,0.0008792195088865939,2.4145422347442023,2
provider,0.001531856662572389,0.0006529391601487038,0.0008789175024236851,2.346094023335071,2
hitachi,0.001686021224316758,0.0008121971826387541,0.000873824041678004,2.075876719694044,2
vehicles,0.0015883611664171387,0.0007192226638708278,0.0008691385025463109,2.208441481335141,2
natural glow,0.002332109137708406,0.0014633493860541184,0.0008687597516542876,1.5936789664450508,4
discover,0.003570297836469007,0.0027069732970508736,0.0008633245394181334,1.3189261379267245,7
shower,0.0019149952257670922,0.0010612398300783687,0.0008537553956887234,1.8044886468510968,4
infrastructure,0.0016486752318925898,0.000805969562256419,0.0008427056696361709,2.045580016981441,2
wealth,0.0018690332405820254,0.0010414289758395507,0.0008276042647424747,1.7946814263359803,2
buildable,0.0015167799994445239,0.0006943579854354026,0.0008224220140091213,2.1844351617976714,2
enter,0.0024050448477932855,0.0015873699351935215,0.000817674912599764,1.515113014273491,4
largest,0.001531856662572389,0.0007186566860894303,0.0008131999764829586,2.131555569010886,2
harsh chemicals,0.0014493971508119407,0.0006448393282745151,0.0008045578225374256,2.2476872703198856,2
pack,0.001478328103845976,0.0006806199548447802,0.0007977081490011958,2.1720316781060096,2
serum,0.0034137390112993736,0.0026166507670907168,0.0007970882442086568,1.3046215620093107,7
ones,0.001553056062440521,0.000756168616020782,0.000796887446419739,2.053848875082101,2
trio,0.0014330419805613848,0.0006383793985829403,0.0007946625819784445,2.2448123835098777,2
bottle,0.0020487081396031647,0.0012566249199819975,0.0007920832196211672,1.6303258883344354,3
discover url,0.0013412383824421082,0.0005536654588468957,0.0007875729235952125,2.4224707530301766,2
favorite url,0.0016278507661733916,0.0008441313739040531,0.0007837193922693384,1.9284329614669502,2
frizz,0.002121875763708187,0.0013396875503518273,0.0007821882133563598,1.5838586859802375,4
solutions url,0.0014026056233193054,0.0006215576218769069,0.0007810480014423985,2.2565978964706175,2
peel,0.001915171990352719,0.0011365366650036212,0.0007786353253490977,1.6850947696100258,4
days,0.0014506119782261675,0.000675778320525117,0.0007748336577010505,2.146579629770281,2
complete,0.001337648686534296,0.0005662426316179213,0.0007714060549163748,2.362324223716461,2
breakouts,0.0014493971508119407,0.0006820121655243526,0.000767384985287588,2.125177853055481,2
protect skin,0.0013077186169608039,0.0005445275517431106,0.0007631910652176933,2.4015655615093197,2
celebrate,0.0024588021259336155,0.0016958385512882098,0.0007629635746454057,1.4499034260165464,4
installed,0.001531856662572389,0.000771440715069325,0.0007604159475030639,1.9857088583262303,2
storage,0.0020487910541347235,0.0012951954601225478,0.0007535955940121757,1.5818392795779515,2
closer,0.0016356243246551446,0.000886612797262745,0.0007490115273923996,1.8448011678379046,2
beautiful,0.0021903939448441054,0.001444206814829442,0.0007461871300146635,1.5166760894879938,4
luxurious,0.0012686161575271055,0.0005230742016292791,0.0007455419558978263,2.425308210862423,2
national,0.002490204202037557,0.0017467280104716014,0.0007434761915659557,1.4256393592380672,4
announce,0.0016390602497091738,0.0008970920966633771,0.0007419681530457967,1.827081360964358,2
proud announce,0.0016390602497091738,0.0008970920966633771,0.0007419681530457967,1.827081360964358,2
ceo,0.0012697491804831353,0.0005304125256608853,0.00073933665482225,2.3938898831756634,2
extra,0.002179875574289282,0.0014426552525343354,0.0007372203217549465,1.51101628053469,3
receive,0.0031065225327468735,0.002378306943635007,0.0007282155891118664,1.3061907508425594,6
prevention,0.0015061186100571347,0.0007842834474801217,0.0007218351625770129,1.9203753617086672,2
requirements,0.001382898248553482,0.0006644873538840876,0.0007184108946693945,2.0811505883279198,2
revitalizing,0.0014812950470619167,0.0007636827543026698,0.0007176122927592469,1.9396732972906219,2
mineral sunscreen,0.0017917853771273673,0.0010791454998835184,0.0007126398772438489,1.6603742281836844,3
director,0.0014026056233193054,0.0006962727577855081,0.0007063328655337972,2.0144485140648567,2
latest hair,0.0014486765233067702,0.0007451866683010154,0.0007034898550057547,1.9440451419583602,2
early,0.001354893258518387,0.0006529391601487038,0.0007019540983696832,2.0750681535700024,2
replenish,0.0021323319372945466,0.0014459322385354802,0.0006863996987590663,1.474710833600044,3
happens,0.0014506119782261675,0.0007707481327509233,0.0006798638454752441,1.8820830251856964,2
market,0.0013600472416436466,0.000681389793841946,0.0006786574478017006,1.9959900382117124,2
unique,0.002697135165044176,0.0020188619479856135,0.0006782732170585626,1.3359681019295866,6
curl,0.0018686741513624333,0.0011945286384582425,0.0006741455129041908,1.5643611133592725,4
antioxidants,0.0012129690354577224,0.0005391591323960501,0.0006738099030616724,2.2497421657637244,2
essentials line,0.001239734255064383,0.0005662426316179213,0.0006734916234464617,2.1894046556203195,2
natural hair,0.0013600472416436466,0.0006878261848342655,0.0006722210568093811,1.9773123946917535,2
curls,0.0036202425947256542,0.0029536415883160455,0.0006666010064096087,1.2256878454111857,5
lanc,0.0013412383824421082,0.0006747787295792407,0.0006664596528628675,1.9876713990240447,2
named,0.0014026056233193054,0.0007361494305021254,0.0006664561928171799,1.9053273211897546,2
dramatic,0.0014895433673549447,0.0008441313739040531,0.0006454119934508916,1.7645871396786446,2
protection,0.0027167073301659437,0.0020766390915743426,0.000640068238591601,1.3082231481052053,6
reusable,0.0013200310663513543,0.0006809613322936916,0.0006390697340576627,1.9384816770235593,2
systems,0.0013298500227572447,0.0006962727577855081,0.0006335772649717366,1.9099555554591425,2
detoxify,0.0011547359420671368,0.0005230742016292791,0.0006316617404378577,2.2075949019522536,2
best,0.005879112378275924,0.00524957645057778,0.0006295359276981445,1.1199212800318272,15
approved,0.0011657179766476065,0.0005391591323960501,0.0006265588442515564,2.1621037379168446,2
taking,0.0011425837948208016,0.0005162429238079786,0.000626340871012823,2.213267709665554,2
deeply,0.0011704530477441362,0.000546629559900609,0.0006238234878435272,2.1412179883132114,2
plan,0.0012697491804831353,0.0006461305480724685,0.0006236186324106668,1.965158872778701,2
future,0.005716256255814592,0.005093149097089197,0.0006231071587253952,1.1223422182867506,13
different,0.0013384078728230324,0.000719199333360283,0.0006192085394627494,1.8609692888738922,2
blended,0.00165258339474714,0.0010435693500036305,0.0006090140447435094,1.5835875154418853,3
proud,0.0043174939696755885,0.0037096290486864705,0.0006078649209891179,1.163861376123441,10
gentle skin,0.0011650847200637558,0.0005611316693296339,0.0006039530507341219,2.076312535308037,2
active,0.0015187079243062505,0.0009166560147811652,0.0006020519095250853,1.6567915326579978,2
strategies,0.001354893258518387,0.0007546297795262148,0.0006002634789921723,1.7954410155581184,2
aerinbeauty,0.0012746525246641119,0.0006754323210515084,0.0005992202036126035,1.8871654258306385,2
aerinbeauty url,0.0012746525246641119,0.0006754323210515084,0.0005992202036126035,1.8871654258306385,2
clat,0.0012746525246641119,0.0006754323210515084,0.0005992202036126035,1.8871654258306385,2
clat vert,0.0012746525246641119,0.0006754323210515084,0.0005992202036126035,1.8871654258306385,2
iconic greens,0.0012746525246641119,0.0006754323210515084,0.0005992202036126035,1.8871654258306385,2
url aerinbeauty,0.0012746525246641119,0.0006754323210515084,0.0005992202036126035,1.8871654258306385,2
user available,0.0012746525246641119,0.0006754323210515084,0.0005992202036126035,1.8871654258306385,2
vert,0.0012746525246641119,0.0006754323210515084,0.0005992202036126035,1.8871654258306385,2
styler,0.0010254929730112846,0.00042635716270725146,0.0005991358103040332,2.4052439159094705,2
nearly,0.0016390602497091738,0.0010419779977284308,0.000597082251980743,1.5730276960832066,2
facility,0.001307277806407835,0.0007150413419072138,0.0005922364645006211,1.8282548559957486,2
survivor,0.001528754691927212,0.0009451378762417295,0.0005836168156854824,1.617493838453176,2
high performance,0.001553056062440521,0.0009699339522262979,0.0005831221102142231,1.6011977498824328,2
checkout,0.0012146875379534907,0.0006337293847975417,0.000580958153155949,1.916729074232244,2
avedacares,0.0012125221657865145,0.0006337293847975417,0.0005787927809889728,1.9133122022747426,2
say yes,0.001260178235037015,0.0006820121655243526,0.0005781660695126624,1.8477357118995292,2
loves,0.001686683873912711,0.0011102913351213762,0.0005763925387913349,1.5191363023734556,3
wake,0.0014493971508119407,0.0008730557658991751,0.0005763413849127656,1.6601426927855394,2
europe,0.001503482915917798,0.0009289154815515284,0.0005745674343662696,1.6185357496551334,2
cleaning,0.0019431517400163572,0.0013699807008187436,0.0005731710391976136,1.418378914707842,4
mineral rich,0.0011547359420671368,0.0005819831984606281,0.0005727527436065087,1.9841396523771235,2
solar,0.001531856662572389,0.0009676809509469789,0.0005641757116254101,1.5830183083487235,2
teams,0.0011431509439456527,0.0005849043952117179,0.0005582465487339348,1.9544235816136117,2
olive,0.0021011919091890015,0.0015431633678058938,0.0005580285413831077,1.3616133927640548,4
beautiful thing,0.001240106647467363,0.0006878261848342655,0.0005522804626330976,1.8029360818289226,2
spectrum,0.001656501576083559,0.0011077230740596021,0.0005487785020239569,1.4954112759585056,4
core,0.001260178235037015,0.0007119260118965578,0.0005482522231404572,1.7700971915744814,2
non toxic,0.001137857621831468,0.0005963194110393731,0.0005415382107920949,1.9081344659568769,2
toxic,0.001137857621831468,0.0005963194110393731,0.0005415382107920949,1.9081344659568769,2
skin moisture,0.0012508405739333156,0.0007116417157174087,0.0005391988582159069,1.7576830384579907,2
uplifting,0.0012170841498153142,0.0006809613322936916,0.0005361228175216227,1.7873028780187705,2
roses,0.0013412383824421082,0.0008107294681277052,0.000530508914314403,1.6543599739691193,2
discussion,0.0012549172631440525,0.0007254918870047793,0.0005294253761392732,1.7297467895820022,2
want,0.005954338591197781,0.005427408345711833,0.0005269302454859476,1.0970868989073184,13
white,0.0010413256380799318,0.0005162429238079786,0.0005250827142719533,2.0171233135393822,2
treat skin,0.0010384249836388026,0.0005162429238079786,0.000522182059830824,2.011504535437565,2
costs,0.001686021224316758,0.0011640906561859723,0.0005219305681307858,1.4483590387989889,2
organizations,0.0011552514513068445,0.0006337293847975417,0.0005215220665093028,1.8229412714592252,2
treatment,0.001068795319213042,0.0005477663080491278,0.0005210290111639143,1.951188495087208,2
monday,0.0012549172631440525,0.0007355689551110599,0.0005193483080329925,1.7060497914142243,2
impact,0.002703588238221532,0.002188656837702027,0.0005149314005195053,1.2352727898745803,4
labs,0.001382898248553482,0.0008715454910450972,0.0005113527575083849,1.5867195254587185,2
clean url,0.0013298500227572447,0.0008205425938688447,0.0005093074288884,1.6206959054573,2
yes,0.007484202932361272,0.006975537377004167,0.0005086655553571051,1.0729213432302822,18
way enjoy,0.0012823286348008299,0.0007749927005063148,0.000507335934294515,1.6546331769427394,2
models,0.0012365015142054205,0.0007298307495744393,0.0005066707646309812,1.6942304969093012,2
cleansers,0.0011467494333258182,0.0006509200938837089,0.0004958293394421093,1.761736107610401,2
implement,0.001686021224316758,0.001191013937988291,0.000495007286328467,1.4156183820560084,2
gentle clean,0.0011993281735386825,0.0007044846841008076,0.0004948434894378749,1.7024190871758493,2
face,0.005192891812444246,0.004699779123558182,0.0004931126888860641,1.1049225241904153,13
sephorainjcp,0.0012257525759081132,0.0007340884531122767,0.0004916641227958365,1.6697614164091428,2
sephorainjcp sijcp,0.0012257525759081132,0.0007340884531122767,0.0004916641227958365,1.6697614164091428,2
sijcp,0.0012257525759081132,0.0007340884531122767,0.0004916641227958365,1.6697614164091428,2
communities,0.001124043461691173,0.0006337293847975417,0.0004903140768936314,1.7736962935316252,2
winter,0.0013077186169608039,0.0008275114479776374,0.0004802071689831665,1.5803027493776023,2
smooth lips,0.0009877543647029737,0.0005095466692505132,0.0004782076954524605,1.9384963603380132,2
radiance,0.0018258814225663822,0.0013483890187984218,0.0004774924037679604,1.3541206556542142,4
loving ingredients,0.0010448815409672997,0.0005694866270776503,0.00047539491388964936,1.8347780096161075,2
fast,0.001165275849148371,0.0006902417482374863,0.00047503410091088484,1.6882140951857194,2
expert,0.001260178235037015,0.0007851938571683533,0.0004749843778686617,1.6049262521954424,2
power,0.003836884737412779,0.0033644585126634216,0.00047242622474935733,1.140416718717376,8
hair types,0.0010254929730112846,0.0005538156395596456,0.000471677333451639,1.8516865521800654,2
live user,0.0011443558012371438,0.000676676688359354,0.00046767911287778983,1.6911411612546705,2
liquid serum,0.0009441134615620567,0.0004800101926155321,0.0004641032689465246,1.9668612773633132,2
juicy,0.0010602454849840109,0.0005969823489227556,0.00046326313606125525,1.7760080949146948,2
goodies,0.001137857621831468,0.0006747787295792407,0.0004630788922522273,1.6862677664050156,2
goodies user,0.001137857621831468,0.0006747787295792407,0.0004630788922522273,1.6862677664050156,2
colour,0.0018521119741187323,0.001391411115360654,0.0004607008587580784,1.3311033334008988,4
methods,0.001124043461691173,0.0006644873538840876,0.0004595561078070855,1.6915949632890304,2
cleanbeauty,0.001916166507005108,0.0014633472174455638,0.00045281928955954423,1.3094407696626849,3
place,0.0010776946953939633,0.0006262860971005234,0.0004514085982934399,1.7207705865778065,2
booster,0.0010098916302541995,0.0005592882656150211,0.0004506033646391784,1.8056728373122575,2
glow oil,0.001036371426414849,0.0005878620021678492,0.0004485094242469999,1.7629501852987415,2
managed,0.0011657179766476065,0.00072082656618653,0.00044489141046107647,1.617196189365688,2
paper,0.0011657179766476065,0.00072082656618653,0.00044489141046107647,1.617196189365688,2
garnier,0.0013200310663513543,0.0008764698981210783,0.00044356116823027593,1.5060768985621502,2
balances,0.0012508405739333156,0.0008103804045229432,0.0004404601694103724,1.5435227288425624,2
start,0.003019778386059555,0.002583104522676526,0.00043667386338302897,1.1690500169004048,6
multi,0.0022557217154683526,0.0018205611276570287,0.0004351605878113239,1.2390255295257941,5
moisturize,0.0009441134615620567,0.0005095466692505132,0.00043456679231154347,1.8528498323772644,2
wind,0.001307277806407835,0.0008730557658991751,0.00043422204050865985,1.4973588824123831,2
pixibypetra,0.0011547359420671368,0.0007220087750474028,0.00043272716701973403,1.5993378216102512,2
pixibypetra pixibeauty,0.0011547359420671368,0.0007220087750474028,0.00043272716701973403,1.5993378216102512,2
cities,0.0011866529578110642,0.0007555099924803938,0.00043114296533067046,1.5706648079458647,2
great hair,0.0009848662722611303,0.0005538156395596456,0.0004310506327014847,1.7783287454032473,2
transform,0.0012365015142054205,0.000805969562256419,0.00043053195194900156,1.5341789213596246,2
tokyo,0.0011866529578110642,0.00075717686642406,0.0004294760913870042,1.5672070950187578,2
benefits,0.002703312844324373,0.0022747964456871998,0.00042851639863717306,1.1883757112691222,5
food blend,0.0010384249836388026,0.0006111624613481803,0.0004272625222906223,1.6990981099346545,2
photoready,0.0011954998854616123,0.0007683355190640037,0.0004271643663976086,1.5559607166957803,2
resource,0.0010791027348178164,0.0006529391601487038,0.00042616357466911255,1.6526849667270238,2
launched,0.0010082565477980603,0.0005849043952117179,0.00042335215258634243,1.7237971800661618,2
silky soft,0.0009776805121638665,0.0005611316693296339,0.0004165488428342326,1.7423370749855076,2
monat,0.0010416374909930203,0.000626629448107128,0.00041500804288589234,1.662286209939908,2
inspiration,0.0016091223379374525,0.0011968096967948448,0.0004123126411426077,1.3445097762010998,2
built,0.0023898437581011327,0.001977722334471481,0.00041212142362965186,1.2083818422020318,4
mask dry,0.0009230988397118327,0.0005162429238079786,0.0004068559159038542,1.7881094274661258,2
brush url,0.001047020151362414,0.0006442859514799958,0.0004027341998824182,1.6250861101847824,2
revitalize,0.0011229901926669698,0.0007220087750474028,0.000400981417619567,1.5553691740628384,2
greatest,0.0012125221657865145,0.0008121799463050349,0.0004003422194814796,1.4929230533330575,2
broad,0.0009385508036740174,0.0005391591323960501,0.0003993916712779674,1.7407677001821025,2
broad spectrum,0.0009385508036740174,0.0005391591323960501,0.0003993916712779674,1.7407677001821025,2
spectrum mineral,0.0009385508036740174,0.0005391591323960501,0.0003993916712779674,1.7407677001821025,2
skincare url,0.001686683873912711,0.0012874095918245431,0.00039927428208816796,1.310137724865146,3
haircare url,0.0010372538722340239,0.0006383793985829403,0.00039887447365108354,1.624823535834133,2
waves,0.0010254929730112846,0.000626629448107128,0.00039886352490415666,1.6365221511253412,2
probiotics,0.0010200669297895655,0.0006246932202760791,0.00039537370951348634,1.6329085958478065,2
botanicals url,0.001131451064313299,0.0007361494305021254,0.0003953016338111735,1.5369855859353905,2
tip,0.0008801956140459816,0.00048668997564421467,0.0003935056384017669,1.80853450304244,2
pgbeauty,0.0011240006440614877,0.000733873390411431,0.0003901272536500568,1.531600216353041,2
understand,0.0013923337649606935,0.0010038138039627877,0.00038851996099790575,1.3870438512372407,2
hydrate,0.0009974119493975186,0.0006098794014240332,0.0003875325479734854,1.6354248830722833,2
device,0.0012669211688222178,0.0008800044486292078,0.00038691672019301,1.4396758679527568,2
strength,0.001036371426414849,0.0006523079290632007,0.0003840634973516484,1.5887763733217797,2
exfoliating,0.0010098916302541995,0.0006267010899719645,0.000383190540282235,1.6114406785026278,2
conference,0.0012365015142054205,0.0008582799804771542,0.0003782215337282663,1.440673838247192,2
best selling,0.0012146875379534907,0.0008367485620710211,0.00037793897588246953,1.4516756796036363,2
adding,0.0010106937041922065,0.0006337293847975417,0.00037696431939466483,1.594834842509724,2
damage,0.0010413256380799318,0.0006658118672164087,0.00037551377086352314,1.5639938078446358,2
supported,0.0015883611664171387,0.0012143374251516801,0.00037402374126545854,1.3080064347936353,2
microsoft,0.0020140166793793323,0.0016413844600671875,0.00037263221931214474,1.2270231186847405,2
answer,0.001207557272905739,0.0008378525557682238,0.00036970471713751517,1.4412527170216503,2
stick,0.0010776946953939633,0.0007119260118965578,0.0003657686834974054,1.5137734495881543,2
stay tuned,0.0012039247888439336,0.0008422548493500427,0.0003616699394938909,1.429406775566303,2
tuned,0.0012039247888439336,0.0008422548493500427,0.0003616699394938909,1.429406775566303,2
peel mask,0.0010384249836388026,0.0006820121655243526,0.00035641281811444995,1.5225901173153389,2
link url,0.0009385508036740174,0.0005864308048387886,0.00035211999883522885,1.6004459440557213,2
series,0.001225407502305107,0.0008867205237294686,0.0003386869785756384,1.381954594632812,2
fructis curl,0.0010072336288325253,0.0006727678482529647,0.00033446578057956056,1.4971488767647685,2
style,0.0023905248834996825,0.0020571127304804433,0.00033341215301923915,1.1620777256962929,5
value,0.0016442610872980466,0.001314520234554677,0.00032974085274336965,1.2508450184520983,3
development,0.0012549172631440525,0.0009289154815515284,0.0003260017815925241,1.3509488082780883,2
level,0.0011425837948208016,0.000819065764354747,0.00032351803046605455,1.39498419315076,2
starting,0.001226988249964226,0.0009040022197694422,0.0003229860301947838,1.3572845539249605,2
phone,0.001337648686534296,0.00101908111492002,0.00031856757161427616,1.3126027620742196,2
perfect gift,0.0009974119493975186,0.0006809613322936916,0.00031645061710382704,1.464711579985328,2
past,0.0020529127343449334,0.0017365394541338877,0.0003163732802110458,1.1821860593352618,4
click link,0.0018321699563847741,0.0015168814595266393,0.00031528849685813487,1.2078530887632257,4
green tea,0.002837739147542831,0.0025268385467533787,0.0003109006007894523,1.1230393612072584,7
sheer,0.0008801956140459816,0.0005694866270776503,0.0003107089869683312,1.545594877297041,2
chamomile,0.001117977533952978,0.0008103804045229432,0.0003075971294300348,1.379571281997546,2
curly,0.0010254929730112846,0.0007225096844036827,0.00030298328860760195,1.419348411140424,2
options,0.00112409224865786,0.0008235292078161102,0.0003005630408417499,1.3649694966786103,2
money,0.0010901286791200658,0.000789595975254227,0.0003005327038658388,1.3806157996036648,2
achievements,0.0011431509439456527,0.0008527388635681147,0.00029041208037753794,1.3405639081838054,2
energystarchat,0.0010901286791200658,0.0008075430040680527,0.0002825856750520131,1.3499326639925502,2
start building,0.001354893258518387,0.0010726994845285266,0.0002821937739898605,1.263068807058131,2
free url,0.0009970002130354194,0.000715499020893082,0.0002815011921423374,1.393433371016407,2
aroma,0.0012737350247188461,0.0009922352913698368,0.0002814997333490093,1.2837026011004713,2
feels good,0.001384680147466057,0.0011047459242497994,0.00027993422321625767,1.2533924016537652,3
welcome,0.002319516366593278,0.002041007792142396,0.00027850857445088206,1.1364563993271588,5
cleansed,0.0008049962293792947,0.0005277679205999058,0.0002772283087793889,1.5252844999350912,2
enhance skin,0.0010200669297895655,0.0007447564317957782,0.00027531049799378723,1.369665149396945,2
range url,0.0011776908049660746,0.0009040022197694422,0.0002736885851966324,1.302752115988921,2
dry hair,0.0008190689058613925,0.000546629559900609,0.00027243934596078343,1.4983984867410414,2
ultra,0.0018787823294509143,0.001607004901305974,0.00027177742814494025,1.1691204723488726,5
features,0.002773443885194584,0.0025028039200444595,0.00027063996515012435,1.1081347055893944,7
hours,0.0014478407629534649,0.0011798583237516086,0.00026798243920185625,1.2271310322434463,3
quality,0.0031681205049304806,0.0029024253304897147,0.0002656951744407659,1.0915424667632685,8
habitat,0.0010999554482037908,0.0008351996751688099,0.00026475577303498095,1.3169969775963715,2
leave,0.0018752096269731857,0.0016201406410432373,0.00025506898592994836,1.157436323310962,5
weather,0.0032415134355219893,0.002988293458747398,0.00025321997677459117,1.084737319204251,7
intensely,0.0009230988397118327,0.0006740149992175942,0.00024908384049423854,1.3695523696265306,2
trends,0.00098288217900134,0.0007451866683010154,0.0002376955107003246,1.3189744536402976,2
buckthorn,0.001095698945962005,0.0008610850038705689,0.00023461394209143595,1.2724631607383539,2
sea buckthorn,0.001095698945962005,0.0008610850038705689,0.00023461394209143595,1.2724631607383539,2
vital,0.000863376416888349,0.0006337293847975417,0.00022964703209080737,1.3623739678755769,2
adventures,0.0009848662722611303,0.0007560273285231798,0.0002288389437379505,1.3026860733755186,2
past future,0.0011866529578110642,0.0009581775618386551,0.00022847539597240917,1.2384478669021823,2
craving,0.0010413256380799318,0.0008201737027265702,0.00022115193535336166,1.2696403631920017,2
shaping,0.0010254929730112846,0.000805969562256419,0.00021952341075486567,1.272371837303519,2
does user,0.000957688660011668,0.0007560273285231798,0.00020166133148848814,1.2667381503465942,2
visible,0.000863376416888349,0.0006625691289595994,0.00020080728792874964,1.3030737154038463,2
size,0.001658541068354719,0.0014588187369324033,0.00019972233142231564,1.1369068865302512,2
spread,0.0015899705463806348,0.001395265434759594,0.00019470511162104085,1.139547004197837,2
bringing,0.0012146875379534907,0.0010200031701906747,0.00019468436776281595,1.1908664338127068,2
businesses,0.001207557272905739,0.0010141095755089819,0.00019344769739675712,1.1907562080842293,2
coming soon,0.0008740083845876414,0.0006808305237339234,0.00019317786085371795,1.2837385426119285,2
fructis treat,0.0011704530477441362,0.0009782928847260788,0.00019216016301805742,1.1964239603719884,2
fructistreats,0.0011704530477441362,0.0009782928847260788,0.00019216016301805742,1.1964239603719884,2
cleansing oil,0.0011022519864347803,0.000914220362032448,0.00018803162440233232,1.205674290363251,3
salon,0.001068795319213042,0.0008815050472365318,0.00018729027197651022,1.2124664769092226,2
cream,0.004947373227048072,0.0047621786619804676,0.00018519456506760432,1.0388886218207736,11
deep,0.00217585945152199,0.0020010719977652173,0.00017478745375677264,1.0873469089890955,5
premium,0.0013636121020659843,0.0011890067960670903,0.00017460530599889396,1.1468497122384758,3
lead,0.0012159228750759931,0.0010414289758395507,0.00017449389923644243,1.167552375742399,2
hairgoals,0.001068795319213042,0.000897720758151495,0.00017107456106154706,1.1905654506900818,2
change,0.0022959871733862756,0.0021272825716874676,0.00016870460169880796,1.0793052149558475,5
episode,0.001225407502305107,0.0010595056007809752,0.0001659019015241318,1.1565842608526649,2
visibly,0.0011578383248587064,0.000992061256907363,0.00016577706795134332,1.1671036608173073,3
micellar,0.0012646955432738965,0.0011076312791192912,0.00015706426415460525,1.1418019398456223,2
tbt,0.0012998250598695086,0.001148912727225996,0.00015091233264351257,1.131352302865103,2
sensitive skin,0.0011121304016536969,0.0009655480169529402,0.00014658238470075663,1.1518126307291543,3
friend,0.001041476750718172,0.000897720758151495,0.00014375599256667704,1.1601344194185192,2
hear,0.001286969336185071,0.001147590464983856,0.00013937887120121502,1.1214534935001592,2
growing,0.0010147955699318326,0.0008778182498653109,0.00013697732006652172,1.1560429165507735,2
test,0.0015161684910621452,0.001384560172993253,0.00013160831806889226,1.0950542421636444,3
number,0.0010106937041922065,0.0008831687416635129,0.00012752496252869364,1.1443947870529207,2
lift,0.002386961803258767,0.002259509034954622,0.00012745276830414525,1.0564072841825558,5
touch,0.0012768511554640592,0.001152492950497758,0.0001243582049663013,1.1079036577227546,3
past years,0.0010464866847126773,0.0009308141283367867,0.0001156725563758906,1.1242703056713463,2
ready,0.002893502703389111,0.0027795139971706117,0.00011398870621849924,1.0410103011870144,7
achieved,0.0012918871467061657,0.0011809366366091994,0.00011095051009696625,1.0939512811809997,2
developers,0.00191714976109997,0.0018070365199585549,0.00011011324114141522,1.060935813894345,3
dry oily,0.0008801956140459816,0.0007762070181046385,0.0001039885959413431,1.1339701824151176,2
education,0.0017078742873699747,0.0016084771681602011,9.939711920977355e-05,1.0617957911467713,3
veil,0.0011700408400327714,0.0010791454998835184,9.089534014925307e-05,1.0842289942133245,3
collection perfect,0.0009974119493975186,0.0009136634572755434,8.374849212197525e-05,1.0916622979319353,2
savings,0.0012918871467061657,0.0012193408631142886,7.254628359187713e-05,1.0594963112669677,2
face mask,0.0009230988397118327,0.0008587679271048045,6.433091260702828e-05,1.0749107069578143,2
tonight,0.0010146559172037584,0.0009559886364011532,5.866728080260522e-05,1.0613681779336748,2
baby,0.0022782217690049634,0.0022205988302959542,5.762293870900919e-05,1.0259492790399156,5
reduce,0.004290100902425743,0.004234315452067714,5.578545035802955e-05,1.0131746089719447,11
maskmonday,0.0015994181500019894,0.0015549464594043453,4.4471690597644095e-05,1.0286001426609117,2
kick start,0.001041476750718172,0.0010017786663634584,3.9698084354713656e-05,1.0396276000358378,2
men,0.0009970002130354194,0.0009684101396055624,2.8590073429857026e-05,1.0295226910903466,2
men body,0.0009970002130354194,0.0009684101396055624,2.8590073429857026e-05,1.0295226910903466,2
new,0.018855831342018303,0.01882767976008151,2.8151581936790987e-05,1.001495223112674,72
free user,0.0012257525759081132,0.0011979624386947551,2.7790137213358056e-05,1.023197836837388,2
available,0.007177811694852357,0.007152674535625841,2.513715922651625e-05,1.0035143720153628,22
gain,0.0015737412192144038,0.0015491088183978022,2.4632400816601606e-05,1.015901013865622,3
